In man-in-box?,Name,Preferred ID for nerve name,Superclass,Origin/Central connection/Parent nerve,Preferred ID for Origin/Central connection/Parent nerve,efferent/afferent for column D ,Anatomical landmarks along nerve (from origin to destination),Preferred ID for landmarks,Destination(s),Preferred ID (of destination),Extra details,Detailed relationship to landmarks,Notes,References
,Subcostal nerve,FMA:65567,,Anterior ramus of (T12 spinal cord segment),UBERON:0006468,,,,"Lower abdomen, upper buttock",,Sits below ribs. Anterior rami of T12.,,,
Yes,Right subcostal nerve,FMA:65568,FMA:65567,,,,,,,,,,,
Yes,Left subcostal nerve,FMA:65569,FMA:65567,,,,,,,,,,,
,Anterior cutaneous branch of subcostal nerve,FMA:8914,,,,,,,,,,,,
Yes,Anterior cutaneous branch of right subcostal nerve,FMA:8916,FMA:8914,,,,,,,,,,,
Yes,Anterior cutaneous branch of left subcostal nerve,FMA:8917,FMA:8914,,,,,,,,,,,
,Lateral cutaneous branch of subcostal nerve,FMA:8915,,,,,,,,,,,,
Yes,Lateral cutaneous branch of right subcostal nerve,FMA:8918,FMA:8915,,,,,,,,,,,
Yes,Lateral cutaneous branch of left subcostal nerve,FMA:8919,FMA:8915,,,,,,,,,,,
,Anterior branch of lateral cutaneous branch of subcostal nerve,FMA:11550,,,,,,,,,,,,
Yes,Anterior branch of lateral cutaneous branch of right subcostal nerve,FMA:11551,FMA:11550,,,,,,,,,,,
Yes,Anterior branch of lateral cutaneous branch of left subcostal nerve,FMA:11552,FMA:11550,,,,,,,,,,,
,Posterior branch of lateral cutaneous branch of subcostal nerve,FMA:11553,,,,,,,,,,,,
Yes,Posterior branch of lateral cutaneous branch of right subcostal nerve,FMA:11554,FMA:11553,,,,,,,,,,,
Yes,Posterior branch of lateral cutaneous branch of left subcostal nerve,FMA:11555,FMA:11553,,,,,,,,,,,
,Thoracic sympathetic trunk,UBERON:0004863,,Fibres from anterior ramus of each corresponding spinal nerve T1-12. Continues upwards over neck of first rib as cervical sympathetic trunk.,,,,,Nearly everywhere,,"Up to 12 ganglia, one for each intercostal nerve, but usually they fuse. Right and left trunks lie anterior to the heads of the ribs. Preganglionic neurones in C8/T1 - L2/3 lateral horn of spinal cord send axons via ventral roots as white rami communicates to ganglia in the sympathetic trunk. Many T5-12 preganglionic axons enter the abdominal cavity as thoracic splanchnic nerves and synapse in prevertebral ganglia, especially the coeliac ganglion. T1 sends some of its axons to cervical ganglia.",,,Gray's Anatomy (41st ed.) p 981
,White rami communicantes,Listed individually,,,,,,,,,"White ramus communicans (preganglionic sympathetic fibres from lateral horn of spinal segment) leaves spinal nerve close to exit from intervertebral foramen and joins sympathetic trunk which runs anterior to heads of ribs in the thoracic region.
May synapse in ganglia at same spinal level, or travel up or downwards to other spinal levels.",,,Gray's Anatomy (41st ed.) p 235
,Gray rami communicantes,Listed individually,,,,,,,,,Grey ramus communicans (postganglionic neurones) start in the sympathetic trunk ganglia and travel a very short distance to join the spinal nerve and travel out to the body. They usually join the spinal nerve slightly proximal to the white ramus communicans. (See Gray's Anatomy Fig. 16.13 p 235),,,Gray's Anatomy (41st ed.) p 235
,Cervicothoracic (stellate ganglion),UBERON:0002441,,,,,,,,,Not always present. Fusion of first ganglion of thoracic sympathetic trunk with the inferior cervical ganglion. Listed above (row 185),,,
,Medial visceral branch of T5 sympathetic ganglion (Medial branch of fifth thoracic ganglion),FMA:12678,,,,,,,Greater splanchnic nerve,,,,,
Yes,Right medial visceral branch of right T5 sympathetic ganglion (Medial branch of right fifth thoracic ganglion),REQUESTED,FMA:12678,,,,,,,,,,,
Yes,Left medial visceral branch of left T5 sympathetic ganglion (Medial branch of left fifth thoracic ganglion),REQUESTED,FMA:12678,,,,,,,,,,,
,Medial visceral branch of T6 sympathetic ganglion (Medial branch of sixth thoracic ganglion),FMA:12679,,,,,,,Greater splanchnic nerve,,,,,
Yes,Right medial visceral branch of right T6 sympathetic ganglion (Medial branch of right sixth thoracic ganglion),REQUESTED,FMA:12679,,,,,,,,,,,
Yes,Left medial visceral branch of left T6 sympathetic ganglion (Medial branch of left sixth thoracic ganglion),REQUESTED,FMA:12679,,,,,,,,,,,
,Medial visceral branch of T7 sympathetic ganglion (Medial branch of seventh thoracic ganglion),FMA:12680,,,,,,,Greater splanchnic nerve,,,,,
Yes,Right medial visceral branch of right T7 sympathetic ganglion (Medial branch of right seventh thoracic ganglion),REQUESTED,FMA:12680,,,,,,,,,,,
Yes,Left medial visceral branch of left T7 sympathetic ganglion (Medial branch of left seventh thoracic ganglion),REQUESTED,FMA:12680,,,,,,,,,,,
,Medial visceral branch of T8 sympathetic ganglion (Medial branch of eighth thoracic ganglion),FMA:12681,,,,,,,Greater splanchnic nerve,,,,,
Yes,Right medial visceral branch of right T8 sympathetic ganglion (Medial branch of right eighth thoracic ganglion),REQUESTED,FMA:12681,,,,,,,,,,,
Yes,Left medial visceral branch of left T8 sympathetic ganglion (Medial branch of left eighth thoracic ganglion),REQUESTED,FMA:12681,,,,,,,,,,,
,Medial visceral branch of T9 sympathetic ganglion (Medial branch of ninth thoracic ganglion),FMA:12682,,,,,,,Greater splanchnic nerve,,,,,
Yes,Right medial visceral branch of right T9 sympathetic ganglion (Medial branch of right ninth thoracic ganglion),REQUESTED,FMA:12682,,,,,,,,,,,
Yes,Left medial visceral branch of left T9 sympathetic ganglion (Medial branch of left ninth thoracic ganglion),REQUESTED,FMA:12682,,,,,,,,,,,
,Medial visceral branch of T10 sympathetic ganglion (Medial branch of tenth thoracic ganglion),FMA:12683,,,,,,,Lesser splanchnic nerve,,,,,
Yes,Right medial visceral branch of right T10 sympathetic ganglion (Medial branch of right tenth thoracic ganglion),REQUESTED,FMA:12683,,,,,,,,,,,
Yes,Left medial visceral branch of left T10 sympathetic ganglion (Medial branch of left tenth thoracic ganglion),REQUESTED,FMA:12683,,,,,,,,,,,
,Medial visceral branch of T11 sympathetic ganglion (Medial branch of eleventh thoracic ganglion),FMA:12684,,,,,,,"Lesser splanchnic nerve, sometimes least splanchnic nerve",,,,,
Yes,Right medial visceral branch of right T11 sympathetic ganglion (Medial branch of right eleventh thoracic ganglion),REQUESTED,FMA:12684,,,,,,,,,,,
Yes,Left medial visceral branch of left T11 sympathetic ganglion (Medial branch of left eleventh thoracic ganglion),REQUESTED,FMA:12684,,,,,,,,,,,
,Medial visceral branch of T12 sympathetic ganglion (Medial branch of twelfth thoracic ganglion),FMA:12685,,,,,,,Least splanchnic nerve,,,,,
Yes,Right medial visceral branch of right T12 sympathetic ganglion (Medial branch of right twelfth thoracic ganglion),REQUESTED,FMA:12685,,,,,,,,,,,
Yes,Left medial visceral branch of left T12 sympathetic ganglion (Medial branch of left twelfth thoracic ganglion),REQUESTED,FMA:12685,,,,,,,,,,,
 ,"Thoracic splanchnic nerve
",UBERON:0018679,,,,,"Thoracic and lumber spinal segments, T1-L2",,"Greater: Ganglia coeliaca, adrenal medulla, Lesser: Aorticorenal/superior mesenteric ganglia, Least: Renal ganglia",,"This is the generic name code. The 3 main thoracic splanchnic nerves are greater, lesser, least.
White rami, sympathetic trunk ganglia, abdominopelvic cavity",,,Gray's Anatomy (41st ed.) p 1034
,Greater splanchnic nerve,UBERON:0018680,,"* Medial visceral branch of T5 sympathetic ganglion
* Medial visceral branch of T6 sympathetic ganglion
* Medial visceral branch of T7 sympathetic ganglion
* Medial visceral branch of T8 sympathetic ganglion
* Medial visceral branch of T9 sympathetic ganglion",,,"Thoracic and lumber spinal segments, T1-L2",,"* (Coeliac ganglion) multiple
* (Adrenal medulla)
* Branches to descending aorta","* UBERON:0002262
* UBERON:0001236","Preganglionic sympathetic neurones leave the spinal segment via the spinal nerves and travel through the paravertebral ganglia (at the same level or fibres travel up or down the sympathetic trunk and leave through ganglia above or below) without synapsing. Greater splanchnic nerve comes from medial visceral branches of T5-T9 sympathetic ganglia. It gives off branches to the descending aorta and enters the abdomen through the fibres of the ipsilateral crus of the diaphragm, on which it descends anteroinferiorly. Main trunk of the nerve enters the superior aspect of the coeliac ganglion where most of the preganglionic fibres synapse (but not those destined for the suprarenal medulla). (Gray's p 1034)",,,"Gray's Anatomy (41st ed.) p 1034
Netter's Atlas of Human Anatomy plate 213"
Yes,Right greater splanchnic nerve,FMA:6956,UBERON:0018680,,,,,,,,,,,
Yes,Left greater splanchnic nerve,FMA:6955,UBERON:0018680,,,,,,,,,,,
,Lesser splanchnic nerve,UBERON:0018681,,"* Medial visceral branch of T11 sympathetic ganglion
* Medial visceral branch of T12 sympathetic ganglion",,,"Thoracic and lumber spinal segments, T1-L2",,(Superior mesenteric ganglia),UBERON:0005479,"White rami, sympathetic trunk ganglia, abdominopelvic cavity",,,"Gray's Anatomy (41st ed.) p 1034
Netter's Atlas of Human Anatomy plate 213"
Yes,Right lesser splanchnic nerve,FMA:6957,UBERON:0018681,,,,,,,,,,,
Yes,Left lesser splanchnic nerve,FMA:6958,UBERON:0018681,,,,,,,,,,,
 ,Least splanchnic nerve,UBERON:0001964,,Medial visceral branch of T12 sympathetic ganglion,,,"Thoracic and lumber spinal segments, T1-L2",,(Set of renal ganglia),FMA:77586,"White rami, sympathetic trunk ganglia, abdominopelvic cavity",,,"Gray's Anatomy (41st ed.) p 1034
Netter's Atlas of Human Anatomy plate 213"
Yes,Right least splanchnic nerve,FMA:6959,UBERON:0001964,,,,,,,,,,,
Yes,Left least splanchnic nerve,FMA:6960,UBERON:0001964,,,,,,,,,,,
,Cardiac nerve plexus,UBERON:0002008,,"Sympathetic, parasympathetic and afferent fibres.",,,,,(Heart),UBERON:0000948,Branches from cardiac plexuses also form right and left coronary and atrial plexuses.,Receives cardiac branches from 3 cervical ganglia alongside fibres from upper thoracic ganglia.,,"Last's Anatomy (revised 9th ed.) p 330
Gray's Anatomy (41st ed.) ch 57, p 1021
Netter's Atlas of Human Anatomy plate 213"
,Superficial part of cardiac plexus (Superficial cardiac nerve plexus),FMA:6649,,From union of inferior cervical cardiac branch of left vagus and cardiac branch of left cervical sympathetic ganglion,,,"Inferior to aortic arch, between arch and pulmonary trunk.",,,,,,,Last's Anatomy (revised 9th ed.) p 330
,Deep part of cardiac plexus (Deep cardiac nerve plexus),FMA:6650,,"Contributions from right vagus upper and lower cervical cardiac branches, left vagus superior cervical cardiac branch, branch from each recurrent laryngeal nerve, sympathetic fibres from middle and inferior left cervical sympathetic ganglia and all three right cervical sympathetic ganglia",,,Between aortic arch and tracheal bifurcation.,,,,,,,Last's Anatomy (revised 9th ed.) p 330
,Pulmonary plexus,UBERON:0002009,,"Branches from cardiac plexus, parasympathetic fibres from vagus, sympathetic fibres connect with upper 4 thoracic ganglia, T2-6 spinal nerves, cardiac branches from T2-5/6 thoracic sympathetic ganglia, left plexus receives branches from left recurrent laryngeal nerve",,,,,,,,,,"Gray's Anatomy (41st ed.) p 961, 1021"
,Anterior pulmonary nerve plexus,FMA:6654,,,,,,,,,Formed from rami from vagal and sympathetic cervical cardiac nerves via connections with superficial cardiac plexus.,,,Gray's Anatomy (41st ed.) p 961
,Posterior pulmonary nerve plexus,FMA:6655,,,,,,,,,Formed from rami from vagal and sympathetic cardiac branches from T2-5/6 thoracic sympathetic ganglia,,,
,Oesophageal plexus,FMA:6225,,,,,,,,,Surrounds oesophagus below level of lung roots. Vagal fibres to smooth muscle of lower oesophagus and mucous glands of oesophageal mucosa. Sympathetic fibres from approx T3-6 spinal cord segments.,,,Gray's Anatomy (41st ed.) p 901 and ch 56
,Thoracic aortic nerve plexus,UBERON:0035774,,,,,,,,,,,,
,Thoracic sympathetic ganglion,UBERON:0000961,,,,,,,,,,,,
,Coeliac ganglion,UBERON:0002262,,"Sympathetic fibres via greater splanchnic nerve, lesser splanchnic nerve",,,,,,,,,,Gray's Anatomy Fig. 59.2 p 1035
,Aorticorenal ganglion,FMA:323348,,"Lower part of coeliac ganglion, receives fibres from lesser splanchnic nerve",,,,,Renal plexus,,,,,
,Superior ovarian nerve,ILX:0793822,,(Coeliac ganglion),UBERON:0002262,,,,(Ovaries),UBERON:0000992,Receives postganglionic sympathetic fibres from coeliac ganglion,,,
,Coeliac nerve plexus,UBERON:0002010,,"Greater and lesser splanchnic nerves and coeliac ganglia, fibres from anterior and posterior vagal trunks",,,,,"Abdominal viscera, superior hypogastric plexus, vagal fibres travel as far as transverse colon",,"Coeliac plexus includes: Hepatic, splenic, gastric, pancreatic and suprarenal plexuses.
Feeds into: Renal, testicular/ovarian, superior mesenteric plexuses",5th and lower thoracic ganglia send 3 splanchnic nerves to the coeliac plexus (and other pre-aortic plexuses) alongside lumbar splanchnic nerves from upper lumbar ganglia. Fibres from these plexuses and splanchnic nerves from lower lumbar ganglia descend to the superior hypogastric plexus and then to the left and right inferior hypogastric (pelvic) plexuses. (See Last's Anatomy chptr 1). Coeliac plexus also receives fibres from vagus nerve.,Located at level of T12 and L1 vertebrae. Surrounds the coeliac artery and root of the superior mesenteric artery. Lies posterior to stomach and lesser sac and anterior to crura of the diaphragm and the beginning of the abdominal aorta. Lies medial to the suprarenal glands.,"Last's Anatomy (revised 9th ed.) p 465
Gray's Anatomy p 1035-6"
,Abdominal aortic plexus,UBERON:0035773,,From coeliac plexus and ganglia and some lumbar ganglia,,,,,,,"Contains spermatic ganglia, inferior mesenteric ganglion, prehypogastric ganglion",,,
,L1 spinal nerve (First lumbar nerve),FMA:6172,,,,,,,,,,,,
Yes,Right L1 spinal nerve (Right first lumbar nerve),FMA:6410,FMA:6172,,,,,,,,,,,
Yes,Left L1 spinal nerve (Left first lumbar nerve),FMA:6411,FMA:6172,,,,,,,,,,,
,L1 spinal nerve posterior ramus (Posterior ramus of first lumbar nerve),FMA:7053,,,,,,,,,,,,
Yes,Right L1 spinal nerve posterior ramus (Posterior ramus of right first lumbar nerve),FMA:7077,FMA:7053,,,,,,,,,,,
Yes,Left L1 spinal nerve posterior ramus (Posterior ramus of left first lumbar nerve),FMA:7078,FMA:7053,,,,,,,,,,,
,L1 spinal nerve posterior ramus lateral branch (Lateral branch of posterior ramus of first lumbar nerve),FMA:16381,,,,,,,,,,,,
Yes,Right L1 spinal nerve posterior ramus lateral branch (Lateral branch of posterior ramus of right first lumbar nerve),FMA:16400,FMA:16381,,,,,,,,,,,
Yes,Left L1 spinal nerve posterior ramus lateral branch (Lateral branch of posterior ramus of left first lumbar nerve),FMA:16401,FMA:16381,,,,,,,,,,,
,L1 gray rami communicantes (Gray communicating ramus of first lumbar nerve),"FMA:65910
ILX:0785825",,,,,,,,,,,,
Yes,Right L1 gray rami communicantes (Gray communicating ramus of right first lumbar nerve),FMA:65923,"FMA:65910
ILX:0785825",,,,,,,,,,,
Yes,Left L1 gray rami communicantes (Gray communicating ramus of left first lumbar nerve),FMA:65924,"FMA:65910
ILX:0785825",,,,,,,,,,,
,L1 white rami communicantes (White communicating ramus of first lumbar nerve),FMA:16417,,,,,,,,,,,,
Yes,Right L1 white rami communicantes (White communicating ramus of right first lumbar nerve),FMA:16884,FMA:16417,,,,,,,,,,,
Yes,Left L1 white rami communicantes (White communicating ramus of left first lumbar nerve),FMA:16885,FMA:16417,,,,,,,,,,,
,L1 spinal nerve branch to genitofemoral nerve (L1 root of genitofemoral nerve),FMA:65936,,,,,,,,,,,,
Yes,Right L1 spinal nerve branch to right genitofemoral nerve (L1 root of right genitofemoral nerve),FMA:65937,FMA:65936,,,,,,,,,,,
Yes,Left L1 spinal nerve branch to left genitofemoral nerve (L1 root of left genitofemoral nerve),FMA:65938,FMA:65936,,,,,,,,,,,
,L2 spinal nerve (Second lumbar nerve),FMA:6176,,,,,,,"Anterior thigh, upper buttock",,,,Rough dermatomal distribution (can be variable),Last's Anatomy (segmental innervation of the skin)
Yes,Right L2 spinal nerve (Right second lumbar nerve),FMA:6412,FMA:6176,,,,,,,,,,,
Yes,Left L2 spinal nerve (Left second lumbar nerve),FMA:6413,FMA:6176,,,,,,,,,,,
,L2 spinal nerve posterior ramus (Posterior ramus of second lumbar nerve),FMA:8831,,,,,,,,,,,,
Yes,Right L2 spinal nerve posterior ramus (Posterior ramus of right second lumbar nerve),FMA:8832,FMA:8831,,,,,,,,,,,
Yes,Left L2 spinal nerve posterior ramus (Posterior ramus of left second lumbar nerve),FMA:8833,FMA:8831,,,,,,,,,,,
,L2 spinal nerve posterior ramus lateral branch (Lateral branch of posterior ramus of second lumbar nerve),FMA:16382,,,,,,,,,,,,
Yes,Right L2 spinal nerve posterior ramus lateral branch (Lateral branch of posterior ramus of right second lumbar nerve),FMA:16402,FMA:16382,,,,,,,,,,,
Yes,Left L2 spinal nerve posterior ramus lateral branch (Lateral branch of posterior ramus of left second lumbar nerve),FMA:16403,FMA:16382,,,,,,,,,,,
,L2 gray rami communicantes (Gray communicating ramus of second lumbar nerve),"FMA:65911
ILX:0785733",,,,,,,,,,,,
Yes,Right L2 gray rami communicantes (Gray communicating ramus of right second lumbar nerve),FMA:65921,"FMA:65911
ILX:0785733",,,,,,,,,,,
Yes,Left L2 gray rami communicantes (Gray communicating ramus of left second lumbar nerve),FMA:65922,"FMA:65911
ILX:0785733",,,,,,,,,,,
,L2 white rami communicantes (White communicating ramus of second lumbar nerve),FMA:16418,,,,,,,,,,,,
Yes,Right L2 white rami communicantes (White communicating ramus of right second lumbar nerve),FMA:16886,FMA:16418,,,,,,,,,,,
Yes,Left L2 white rami communicantes (White communicating ramus of left second lumbar nerve),FMA:16887,FMA:16418,,,,,,,,,,,
,L2 spinal nerve branch to genitofemoral nerve (L2 root of genitofemoral nerve),FMA:65940,,,,,,,,,,,,
Yes,Right L2 spinal nerve branch to right genitofemoral nerve (L2 root of right genitofemoral nerve),FMA:65941,FMA:65940,,,,,,,,,,,
Yes,Left L2 spinal nerve branch to left genitofemoral nerve (L2 root of left genitofemoral nerve),FMA:65942,FMA:65940,,,,,,,,,,,
,L3 spinal nerve (Third lumbar nerve),FMA:6414,,,,,,,Anterior and medial thigh and knee,,,,Rough dermatomal distribution (can be variable),Last's Anatomy (segmental innervation of the skin)
Yes,Right L3 spinal nerve (Right third lumbar nerve),FMA:6417,FMA:6414,,,,,,,,,,,
Yes,Left L3 spinal nerve (Left third lumbar nerve),FMA:6418,FMA:6414,,,,,,,,,,,
,L3 spinal nerve posterior ramus (Posterior ramus of third lumbar nerve),FMA:8834,,,,,,,,,,,,
Yes,Right L3 spinal nerve posterior ramus (Posterior ramus of right third lumbar nerve),FMA:8835,FMA:8834,,,,,,,,,,,
Yes,Left L3 spinal nerve posterior ramus (Posterior ramus of left third lumbar nerve),FMA:8836,FMA:8834,,,,,,,,,,,
,L3 spinal nerve posterior ramus lateral branch (Lateral branch of posterior ramus of third lumbar nerve),FMA:16383,,,,,,,,,,,,
Yes,Right L3 spinal nerve posterior ramus lateral branch (Lateral branch of posterior ramus of right third lumbar nerve),FMA:16404,FMA:16383,,,,,,,,,,,
Yes,Left L3 spinal nerve posterior ramus lateral branch (Lateral branch of posterior ramus of left third lumbar nerve),FMA:16405,FMA:16383,,,,,,,,,,,
,L3 gray rami communicantes (Gray communicating ramus of third lumbar nerve),"FMA:65912
ILX:0785932",,,,,,,,,,,,
Yes,Right L3 gray rami communicantes (Gray communicating ramus of right third lumbar nerve),FMA:65919,"FMA:65912
ILX:0785932",,,,,,,,,,,
